source,subregion,subregion_name,native_class,pixel_count,area_ha,spatial_prevalence_pct
ADS_R10_DCA,190204,Knik Arm,birch leafroller,11437,1029.33,0.295
ADS_R10_DCA,190204,Knik Arm,unknown canker,9862,887.58,0.254
ADS_R10_DCA,190204,Knik Arm,flooding-high water,7050,634.5,0.182
ADS_R10_DCA,190204,Knik Arm,winter injury,4081,367.29,0.105
ADS_R10_DCA,190204,Knik Arm,fire,2233,200.97,0.058
ADS_R10_DCA,190204,Knik Arm,drought,1866,167.94,0.048
ADS_R10_DCA,190204,Knik Arm,striped alder sawfly,1649,148.41,0.042
ADS_R10_DCA,190204,Knik Arm,"other canker agent, known (code pending)",1498,134.82,0.039
ADS_R10_DCA,190204,Knik Arm,northern spruce engraver,1428,128.52,0.037
ADS_R10_DCA,190204,Knik Arm,willow leaf blotchminer,1419,127.71,0.037
ADS_R10_DCA,190204,Knik Arm,mud-land slide,923,83.07,0.024
ADS_R10_DCA,190204,Knik Arm,wind-tornado/hurricane,843,75.87,0.022
ADS_R10_DCA,190204,Knik Arm,Chrysomela leaf beetle,731,65.79,0.019
ADS_R10_DCA,190204,Knik Arm,northern spruce engraver and spruce beetle,626,56.34,0.016
ADS_R10_DCA,190204,Knik Arm,unknown,618,55.62,0.016
ADS_R10_DCA,190204,Knik Arm,spruce broom rust,411,36.99,0.011
ADS_R10_DCA,190204,Knik Arm,snow-ice,269,24.21,0.007
ADS_R10_DCA,190204,Knik Arm,cottonwood leafminers,265,23.85,0.007
ADS_R10_DCA,190205,Susitna River,spruce beetle,8686856,781817.04,67.966
ADS_R10_DCA,190205,Susitna River,birch aphid,1212683,109141.47,9.488
ADS_R10_DCA,190205,Susitna River,defoliators,1087253,97852.77,8.507
ADS_R10_DCA,190205,Susitna River,birch leafminer,676802,60912.18,5.295
ADS_R10_DCA,190205,Susitna River,unknown defoliator,439086,39517.74,3.435
ADS_R10_DCA,190205,Susitna River,speckled green fruitworm,319996,28799.64,2.504
ADS_R10_DCA,190205,Susitna River,rusty tussock moth,187894,16910.46,1.47
ADS_R10_DCA,190205,Susitna River,birch leafroller,141447,12730.23,1.107
ADS_R10_DCA,190205,Susitna River,willow leaf blotchminer,62416,5617.44,0.488
ADS_R10_DCA,190205,Susitna River,large aspen tortrix,56544,5088.96,0.442
ADS_R10_DCA,190205,Susitna River,large-spored spruce-Labrador tea rust,24894,2240.46,0.195
ADS_R10_DCA,190205,Susitna River,flooding-high water,20720,1864.8,0.162
ADS_R10_DCA,190205,Susitna River,unknown canker,15604,1404.36,0.122
ADS_R10_DCA,190205,Susitna River,decline complex,15114,1360.26,0.118
ADS_R10_DCA,190205,Susitna River,aspen leafminer,8528,767.52,0.067
ADS_R10_DCA,190205,Susitna River,northern spruce engraver,7731,695.79,0.06
ADS_R10_DCA,190205,Susitna River,spear-marked black moth,4669,420.21,0.037
ADS_R10_DCA,190205,Susitna River,striped alder sawfly,3837,345.33,0.03
ADS_R10_DCA,190205,Susitna River,spruce broom rust,3507,315.63,0.027
ADS_R10_DCA,190205,Susitna River,snow-ice,3397,305.73,0.027
ADS_R10_DCA,190205,Susitna River,"other canker agent, known (code pending)",3062,275.58,0.024
ADS_R10_DCA,190205,Susitna River,"other wilt, known (code pending)",2754,247.86,0.022
ADS_R10_DCA,190205,Susitna River,northern spruce engraver and spruce beetle,2666,239.94,0.021
ADS_R10_DCA,190205,Susitna River,Chrysomela leaf beetle,2194,197.46,0.017
ADS_R10_DCA,190205,Susitna River,fire,1286,115.74,0.01
ADS_R10_DCA,190205,Susitna River,spruce bud moth,1244,111.96,0.01
ADS_R10_DCA,190205,Susitna River,canker (general),685,61.65,0.005
ADS_R10_DCA,190205,Susitna River,mud-land slide,533,47.97,0.004
ADS_R10_DCA,190205,Susitna River,wind-tornado/hurricane,354,31.86,0.003
ADS_R10_DCA,190205,Susitna River,follow-up 1,159,14.31,0.001
ADS_R10_DCA,190205,Susitna River,spruce budworm,84,7.56,0.001
ADS_R10_DCA,190205,Susitna River,unknown,72,6.48,0.001
ADS_R10_DCA,190205,Susitna River,aspen running canker,35,3.15,0.0
ADS_R10_DCA,190205,Susitna River,cottonwood leaf beetle,25,2.25,0.0
ADS_R10_DCA,190303,Nushagak River,defoliators,810929,72983.61,30.38
ADS_R10_DCA,190303,Nushagak River,western blackheaded budworm,732011,65880.99,27.424
ADS_R10_DCA,190303,Nushagak River,large-spored spruce-Labrador tea rust,364631,32816.79,13.66
ADS_R10_DCA,190303,Nushagak River,speckled green fruitworm,269860,24287.4,10.11
ADS_R10_DCA,190303,Nushagak River,birch leafroller,107936,9714.24,4.044
ADS_R10_DCA,190303,Nushagak River,willow leaf blotchminer,100193,9017.37,3.754
ADS_R10_DCA,190303,Nushagak River,unknown defoliator,89172,8025.48,3.341
ADS_R10_DCA,190303,Nushagak River,spruce beetle,64308,5787.72,2.409
ADS_R10_DCA,190303,Nushagak River,dieback,63264,5693.76,2.37
ADS_R10_DCA,190303,Nushagak River,spruce budworm,23293,2096.37,0.873
ADS_R10_DCA,190303,Nushagak River,decline complex,20358,1832.22,0.763
ADS_R10_DCA,190303,Nushagak River,skeletonizer,17627,1586.43,0.66
ADS_R10_DCA,190303,Nushagak River,aspen leafminer,12482,1123.38,0.468
ADS_R10_DCA,190303,Nushagak River,blight,7811,702.99,0.293
ADS_R10_DCA,190303,Nushagak River,flooding-high water,4306,387.54,0.161
ADS_R10_DCA,190303,Nushagak River,birch leafminer,2155,193.95,0.081
ADS_R10_DCA,190303,Nushagak River,"other wilt, known (code pending)",1243,111.87,0.047
ADS_R10_DCA,190303,Nushagak River,unknown canker,1159,104.31,0.043
ADS_R10_DCA,190303,Nushagak River,northern spruce engraver,794,71.46,0.03
ADS_R10_DCA,190303,Nushagak River,spruce broom rust,690,62.1,0.026
ADS_R10_DCA,190303,Nushagak River,Chrysomela leaf beetle,670,60.3,0.025
ADS_R10_DCA,190303,Nushagak River,canker (general),300,27.0,0.011
ADS_R10_DCA,190303,Nushagak River,"other canker agent, known (code pending)",251,22.59,0.009
ADS_R10_DCA,190303,Nushagak River,cottonwood leafminers,218,19.62,0.008
ADS_R10_DCA,190303,Nushagak River,birch aphid,34,3.06,0.001
ADS_R10_DCA,190304,Upper Kuskokwim River,larch sawfly,3243490,291914.1,55.819
ADS_R10_DCA,190304,Upper Kuskokwim River,spruce beetle,574066,51665.94,9.879
ADS_R10_DCA,190304,Upper Kuskokwim River,aspen leafminer,479309,43137.81,8.249
ADS_R10_DCA,190304,Upper Kuskokwim River,fire,331339,29820.51,5.702
ADS_R10_DCA,190304,Upper Kuskokwim River,northern spruce engraver,276020,24841.8,4.75
ADS_R10_DCA,190304,Upper Kuskokwim River,willow leaf blotchminer,188959,17006.31,3.252
ADS_R10_DCA,190304,Upper Kuskokwim River,large-spored spruce-Labrador tea rust,156337,14070.33,2.69
ADS_R10_DCA,190304,Upper Kuskokwim River,eastern larch beetle,133923,12053.07,2.305
ADS_R10_DCA,190304,Upper Kuskokwim River,unknown defoliator,101845,9166.05,1.753
ADS_R10_DCA,190304,Upper Kuskokwim River,birch leafroller,89952,8095.68,1.548
ADS_R10_DCA,190304,Upper Kuskokwim River,defoliators,77598,6983.82,1.335
ADS_R10_DCA,190304,Upper Kuskokwim River,spear-marked black moth,76955,6925.95,1.324
ADS_R10_DCA,190304,Upper Kuskokwim River,large aspen tortrix,44757,4028.13,0.77
ADS_R10_DCA,190304,Upper Kuskokwim River,canker (general),33489,3014.01,0.576
ADS_R10_DCA,190304,Upper Kuskokwim River,cottonwood leafminers,32304,2907.36,0.556
ADS_R10_DCA,190304,Upper Kuskokwim River,dieback,22995,2069.55,0.396
ADS_R10_DCA,190304,Upper Kuskokwim River,flooding-high water,18863,1697.67,0.325
ADS_R10_DCA,190304,Upper Kuskokwim River,unknown,18222,1639.98,0.314
ADS_R10_DCA,190304,Upper Kuskokwim River,speckled green fruitworm,10689,962.01,0.184
ADS_R10_DCA,190304,Upper Kuskokwim River,decline complex,9259,833.31,0.159
ADS_R10_DCA,190304,Upper Kuskokwim River,foliage and shoot diseases,1429,128.61,0.025
ADS_R10_DCA,190304,Upper Kuskokwim River,unknown canker,1225,110.25,0.021
ADS_R10_DCA,190304,Upper Kuskokwim River,willow leafblotch miner,917,82.53,0.016
ADS_R10_DCA,190304,Upper Kuskokwim River,"other wilt, known (code pending)",654,58.86,0.011
ADS_R10_DCA,190304,Upper Kuskokwim River,spruce broom rust,571,51.39,0.01
ADS_R10_DCA,190304,Upper Kuskokwim River,Chrysomela leaf beetle,524,47.16,0.009
ADS_R10_DCA,190304,Upper Kuskokwim River,"other canker agent, known (code pending)",339,30.51,0.006
ADS_R10_DCA,190305,Lower Kuskokwim River,birch leafroller,396850,35716.5,38.211
ADS_R10_DCA,190305,Lower Kuskokwim River,defoliators,165934,14934.06,15.977
ADS_R10_DCA,190305,Lower Kuskokwim River,spruce beetle,143762,12938.58,13.842
ADS_R10_DCA,190305,Lower Kuskokwim River,unknown defoliator,128926,11603.34,12.414
ADS_R10_DCA,190305,Lower Kuskokwim River,larch sawfly,65016,5851.44,6.26
ADS_R10_DCA,190305,Lower Kuskokwim River,willow leaf blotchminer,47062,4235.58,4.531
ADS_R10_DCA,190305,Lower Kuskokwim River,northern spruce engraver,32232,2900.88,3.103
ADS_R10_DCA,190305,Lower Kuskokwim River,aspen leafminer,19383,1744.47,1.866
ADS_R10_DCA,190305,Lower Kuskokwim River,canker (general),16547,1489.23,1.593
ADS_R10_DCA,190305,Lower Kuskokwim River,large aspen tortrix,16316,1468.44,1.571
ADS_R10_DCA,190305,Lower Kuskokwim River,flooding-high water,9985,898.65,0.961
ADS_R10_DCA,190305,Lower Kuskokwim River,wind-tornado/hurricane,1688,151.92,0.163
ADS_R10_DCA,190305,Lower Kuskokwim River,dieback,1391,125.19,0.134
ADS_R10_DCA,190305,Lower Kuskokwim River,decline complex,634,57.06,0.061
ADS_R10_DCA,190305,Lower Kuskokwim River,fire,493,44.37,0.047
ADS_R10_DCA,190305,Lower Kuskokwim River,"other wilt, known (code pending)",234,21.06,0.023
ADS_R10_DCA,190305,Lower Kuskokwim River,large-spored spruce-Labrador tea rust,117,10.53,0.011
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,aspen leafminer,275950,24835.5,59.493
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,unknown defoliator,47316,4258.44,10.201
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,willow leaf blotchminer,31095,2798.55,6.704
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,eastern larch beetle,21811,1962.99,4.702
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,northern spruce engraver,18855,1696.95,4.065
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,large aspen tortrix,18736,1686.24,4.039
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,spruce budworm,14549,1309.41,3.137
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,defoliators,12819,1153.71,2.764
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,flooding-high water,10308,927.72,2.222
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,spruce beetle,5374,483.66,1.159
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,dieback,4079,367.11,0.879
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,canker (general),1052,94.68,0.227
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,birch leafroller,685,61.65,0.148
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,large-spored spruce-Labrador tea rust,497,44.73,0.107
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,spear-marked black moth,290,26.1,0.063
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,winter injury,186,16.74,0.04
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,spruce broom rust,108,9.72,0.023
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,"other wilt, known (code pending)",85,7.65,0.018
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,blight,61,5.49,0.013
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,larch sawfly,18,1.62,0.004
ADS_R10_DCA,190503,Kobuk-Selawik Rivers,decline complex,17,1.53,0.004
ADS_R10_DCA,190705,Fortymile River-Yukon River,aspen leafminer,688899,62000.91,51.744
ADS_R10_DCA,190705,Fortymile River-Yukon River,willow leaf blotchminer,411385,37024.65,30.9
ADS_R10_DCA,190705,Fortymile River-Yukon River,northern spruce engraver,56198,5057.82,4.221
ADS_R10_DCA,190705,Fortymile River-Yukon River,spruce beetle,52629,4736.61,3.953
ADS_R10_DCA,190705,Fortymile River-Yukon River,defoliators,38967,3507.03,2.927
ADS_R10_DCA,190705,Fortymile River-Yukon River,unknown defoliator,17565,1580.85,1.319
ADS_R10_DCA,190705,Fortymile River-Yukon River,flooding-high water,15497,1394.73,1.164
ADS_R10_DCA,190705,Fortymile River-Yukon River,large aspen tortrix,12586,1132.74,0.945
ADS_R10_DCA,190705,Fortymile River-Yukon River,unknown canker,11033,992.97,0.829
ADS_R10_DCA,190705,Fortymile River-Yukon River,willow leafblotch miner,6764,608.76,0.508
ADS_R10_DCA,190705,Fortymile River-Yukon River,birch aphid,5365,482.85,0.403
ADS_R10_DCA,190705,Fortymile River-Yukon River,decline complex,5099,458.91,0.383
ADS_R10_DCA,190705,Fortymile River-Yukon River,spruce budworm,5069,456.21,0.381
ADS_R10_DCA,190705,Fortymile River-Yukon River,birch leafroller,4777,429.93,0.359
ADS_R10_DCA,190705,Fortymile River-Yukon River,fire,3734,336.06,0.28
ADS_R10_DCA,190705,Fortymile River-Yukon River,unknown,2150,193.5,0.161
ADS_R10_DCA,190705,Fortymile River-Yukon River,birch leafminer,1596,143.64,0.12
ADS_R10_DCA,190705,Fortymile River-Yukon River,spear-marked black moth,1530,137.7,0.115
ADS_R10_DCA,190705,Fortymile River-Yukon River,"other wilt, known (code pending)",1224,110.16,0.092
ADS_R10_DCA,190705,Fortymile River-Yukon River,cottonwood leafminers,1148,103.32,0.086
ADS_R10_DCA,190705,Fortymile River-Yukon River,dieback,431,38.79,0.032
ADS_R10_DCA,190705,Fortymile River-Yukon River,Chrysomela leaf beetle,422,37.98,0.032
ADS_R10_DCA,190705,Fortymile River-Yukon River,mud-land slide,346,31.14,0.026
ADS_R10_DCA,190705,Fortymile River-Yukon River,spruce broom rust,90,8.1,0.007
ADS_R10_DCA,190705,Fortymile River-Yukon River,wind-tornado/hurricane,46,4.14,0.003
ADS_R10_DCA,190705,Fortymile River-Yukon River,cottonwood leaf beetle,29,2.61,0.002
ADS_R10_DCA,190705,Fortymile River-Yukon River,large-spored spruce-Labrador tea rust,18,1.62,0.001
ADS_R10_DCA,190705,Fortymile River-Yukon River,"other canker agent, known (code pending)",6,0.54,0.0
ADS_R10_DCA,190801,Porcupine River,aspen leafminer,4421556,397940.04,59.283
ADS_R10_DCA,190801,Porcupine River,willow leaf blotchminer,2056277,185064.93,27.57
ADS_R10_DCA,190801,Porcupine River,fire,603824,54344.16,8.096
ADS_R10_DCA,190801,Porcupine River,northern spruce engraver,152553,13729.77,2.045
ADS_R10_DCA,190801,Porcupine River,defoliators,87713,7894.17,1.176
ADS_R10_DCA,190801,Porcupine River,willow leafblotch miner,44469,4002.21,0.596
ADS_R10_DCA,190801,Porcupine River,unknown defoliator,24404,2196.36,0.327
ADS_R10_DCA,190801,Porcupine River,decline complex,21847,1966.23,0.293
ADS_R10_DCA,190801,Porcupine River,"other wilt, known (code pending)",21528,1937.52,0.289
ADS_R10_DCA,190801,Porcupine River,canker (general),19011,1710.99,0.255
ADS_R10_DCA,190801,Porcupine River,large aspen tortrix,10548,949.32,0.141
ADS_R10_DCA,190801,Porcupine River,flooding-high water,5751,517.59,0.077
ADS_R10_DCA,190801,Porcupine River,unknown canker,4291,386.19,0.058
ADS_R10_DCA,190801,Porcupine River,spruce beetle,3615,325.35,0.048
ADS_R10_DCA,190801,Porcupine River,spruce broom rust,3413,307.17,0.046
ADS_R10_DCA,190801,Porcupine River,spruce budworm,1858,167.22,0.025
ADS_R10_DCA,190801,Porcupine River,unknown,1380,124.2,0.019
ADS_R10_DCA,190801,Porcupine River,spear-marked black moth,1346,121.14,0.018
ADS_R10_DCA,190801,Porcupine River,dieback,1224,110.16,0.016
ADS_R10_DCA,190801,Porcupine River,cottonwood leafminers,1131,101.79,0.015
ADS_R10_DCA,190801,Porcupine River,birch aphid,851,76.59,0.011
ADS_R10_DCA,190801,Porcupine River,Chrysomela leaf beetle,337,30.33,0.005
ADS_R10_DCA,190802,Chandalar-Christian River,willow leaf blotchminer,834566,75110.94,43.013
ADS_R10_DCA,190802,Chandalar-Christian River,aspen leafminer,537268,48354.12,27.69
ADS_R10_DCA,190802,Chandalar-Christian River,spruce budworm,212441,19119.69,10.949
ADS_R10_DCA,190802,Chandalar-Christian River,northern spruce engraver,160036,14403.24,8.248
ADS_R10_DCA,190802,Chandalar-Christian River,defoliators,108012,9721.08,5.567
ADS_R10_DCA,190802,Chandalar-Christian River,Lirula spruce needle blight,25032,2252.88,1.29
ADS_R10_DCA,190802,Chandalar-Christian River,large aspen tortrix,13872,1248.48,0.715
ADS_R10_DCA,190802,Chandalar-Christian River,spruce bud moth,10749,967.41,0.554
ADS_R10_DCA,190802,Chandalar-Christian River,willow leafblotch miner,8046,724.14,0.415
ADS_R10_DCA,190802,Chandalar-Christian River,spear-marked black moth,7032,632.88,0.362
ADS_R10_DCA,190802,Chandalar-Christian River,canker (general),4819,433.71,0.248
ADS_R10_DCA,190802,Chandalar-Christian River,spruce broom rust,4439,399.51,0.229
ADS_R10_DCA,190802,Chandalar-Christian River,unknown defoliator,4435,399.15,0.229
ADS_R10_DCA,190802,Chandalar-Christian River,decline complex,3968,357.12,0.205
ADS_R10_DCA,190802,Chandalar-Christian River,spruce beetle,3725,335.25,0.192
ADS_R10_DCA,190802,Chandalar-Christian River,dieback,1175,105.75,0.061
ADS_R10_DCA,190802,Chandalar-Christian River,flooding-high water,1159,104.31,0.06
ADS_R10_DCA,190802,Chandalar-Christian River,unknown canker,707,63.63,0.036
ADS_R10_DCA,190802,Chandalar-Christian River,fire,568,51.12,0.029
ADS_R10_DCA,190802,Chandalar-Christian River,mud-land slide,370,33.3,0.019
ADS_R10_DCA,190802,Chandalar-Christian River,foliage and shoot diseases,336,30.24,0.017
ADS_R10_DCA,190802,Chandalar-Christian River,cottonwood leafminers,80,7.2,0.004
ADS_R10_DCA,190803,Tanana River,aspen leafminer,14800779,1332070.11,68.54
ADS_R10_DCA,190803,Tanana River,willow leaf blotchminer,1652102,148689.18,7.651
ADS_R10_DCA,190803,Tanana River,spruce budworm,938979,84508.11,4.348
ADS_R10_DCA,190803,Tanana River,flooding-high water,647423,58268.07,2.998
ADS_R10_DCA,190803,Tanana River,spruce beetle,569808,51282.72,2.639
ADS_R10_DCA,190803,Tanana River,defoliators,558656,50279.04,2.587
ADS_R10_DCA,190803,Tanana River,birch leafminer,504480,45403.2,2.336
ADS_R10_DCA,190803,Tanana River,larch sawfly,454749,40927.41,2.106
ADS_R10_DCA,190803,Tanana River,large aspen tortrix,330517,29746.53,1.531
ADS_R10_DCA,190803,Tanana River,unknown defoliator,282166,25394.94,1.307
ADS_R10_DCA,190803,Tanana River,northern spruce engraver,281453,25330.77,1.303
ADS_R10_DCA,190803,Tanana River,fire,180889,16280.01,0.838
ADS_R10_DCA,190803,Tanana River,birch leafroller,105023,9452.07,0.486
ADS_R10_DCA,190803,Tanana River,eastern larch beetle,56239,5061.51,0.26
ADS_R10_DCA,190803,Tanana River,birch aphid,52949,4765.41,0.245
ADS_R10_DCA,190803,Tanana River,dieback,41185,3706.65,0.191
ADS_R10_DCA,190803,Tanana River,willow leafblotch miner,38612,3475.08,0.179
ADS_R10_DCA,190803,Tanana River,decline complex,35436,3189.24,0.164
ADS_R10_DCA,190803,Tanana River,unknown,33220,2989.8,0.154
ADS_R10_DCA,190803,Tanana River,unknown canker,33160,2984.4,0.154
ADS_R10_DCA,190803,Tanana River,"other wilt, known (code pending)",29952,2695.68,0.139
ADS_R10_DCA,190803,Tanana River,spear-marked black moth,25364,2282.76,0.117
ADS_R10_DCA,190803,Tanana River,wind-tornado/hurricane,19439,1749.51,0.09
ADS_R10_DCA,190803,Tanana River,cottonwood leafminers,16315,1468.35,0.076
ADS_R10_DCA,190803,Tanana River,rusty tussock moth,10474,942.66,0.049
ADS_R10_DCA,190803,Tanana River,snow-ice,10278,925.02,0.048
ADS_R10_DCA,190803,Tanana River,"other canker agent, known (code pending)",8210,738.9,0.038
ADS_R10_DCA,190803,Tanana River,canker (general),4868,438.12,0.023
ADS_R10_DCA,190803,Tanana River,spruce broom rust,4666,419.94,0.022
ADS_R10_DCA,190803,Tanana River,large-spored spruce-Labrador tea rust,3610,324.9,0.017
ADS_R10_DCA,190803,Tanana River,spruce bud moth,3303,297.27,0.015
ADS_R10_DCA,190803,Tanana River,Chrysomela leaf beetle,978,88.02,0.005
ADS_R10_DCA,190803,Tanana River,winter injury,894,80.46,0.004
ADS_R10_DCA,190803,Tanana River,aspen running canker,760,68.4,0.004
ADS_R10_DCA,190803,Tanana River,Lirula spruce needle blight,420,37.8,0.002
ADS_R10_DCA,190803,Tanana River,mud-land slide,170,15.3,0.001
ADS_R10_DCA,190803,Tanana River,"other rust, known (code pending)",81,7.29,0.0
ADS_R10_DCA,190803,Tanana River,common porcupine,56,5.04,0.0
ADS_R10_DCA,190803,Tanana River,foliage and shoot diseases,41,3.69,0.0
ADS_R10_DCA,190804,Beaver Creek-Yukon River,aspen leafminer,2875649,258808.41,46.929
ADS_R10_DCA,190804,Beaver Creek-Yukon River,willow leaf blotchminer,2431483,218833.47,39.68
ADS_R10_DCA,190804,Beaver Creek-Yukon River,spruce budworm,245030,22052.7,3.999
ADS_R10_DCA,190804,Beaver Creek-Yukon River,northern spruce engraver,179688,16171.92,2.932
ADS_R10_DCA,190804,Beaver Creek-Yukon River,defoliators,166744,15006.96,2.721
ADS_R10_DCA,190804,Beaver Creek-Yukon River,unknown defoliator,72166,6494.94,1.178
ADS_R10_DCA,190804,Beaver Creek-Yukon River,willow leafblotch miner,56734,5106.06,0.926
ADS_R10_DCA,190804,Beaver Creek-Yukon River,spruce beetle,50702,4563.18,0.827
ADS_R10_DCA,190804,Beaver Creek-Yukon River,large aspen tortrix,32186,2896.74,0.525
ADS_R10_DCA,190804,Beaver Creek-Yukon River,larch sawfly,23265,2093.85,0.38
ADS_R10_DCA,190804,Beaver Creek-Yukon River,flooding-high water,22451,2020.59,0.366
ADS_R10_DCA,190804,Beaver Creek-Yukon River,decline complex,19930,1793.7,0.325
ADS_R10_DCA,190804,Beaver Creek-Yukon River,"other wilt, known (code pending)",12577,1131.93,0.205
ADS_R10_DCA,190804,Beaver Creek-Yukon River,unknown canker,12023,1082.07,0.196
ADS_R10_DCA,190804,Beaver Creek-Yukon River,snow-ice,6814,613.26,0.111
ADS_R10_DCA,190804,Beaver Creek-Yukon River,dieback,6771,609.39,0.11
ADS_R10_DCA,190804,Beaver Creek-Yukon River,birch aphid,5994,539.46,0.098
ADS_R10_DCA,190804,Beaver Creek-Yukon River,birch leafroller,5448,490.32,0.089
ADS_R10_DCA,190804,Beaver Creek-Yukon River,fire,4869,438.21,0.079
ADS_R10_DCA,190804,Beaver Creek-Yukon River,spruce broom rust,4034,363.06,0.066
ADS_R10_DCA,190804,Beaver Creek-Yukon River,foliage and shoot diseases,2027,182.43,0.033
ADS_R10_DCA,190804,Beaver Creek-Yukon River,canker (general),1928,173.52,0.031
ADS_R10_DCA,190804,Beaver Creek-Yukon River,unknown,1362,122.58,0.022
ADS_R10_DCA,190804,Beaver Creek-Yukon River,spear-marked black moth,952,85.68,0.016
ADS_R10_DCA,190804,Beaver Creek-Yukon River,wind-tornado/hurricane,256,23.04,0.004
ADS_R10_DCA,190804,Beaver Creek-Yukon River,Lirula spruce needle blight,216,19.44,0.004
ADS_R10_DCA,190804,Beaver Creek-Yukon River,large-spored spruce-Labrador tea rust,207,18.63,0.003
ADS_R10_DCA,190804,Beaver Creek-Yukon River,battered sallow,72,6.48,0.001
ADS_R10_DCA,190804,Beaver Creek-Yukon River,"other canker agent, known (code pending)",55,4.95,0.001
ADS_R10_DCA,190804,Beaver Creek-Yukon River,Chrysomela leaf beetle,51,4.59,0.001
ADS_R10_DCA,190804,Beaver Creek-Yukon River,mud-land slide,33,2.97,0.001
ADS_R10_DCA,190901,Koyukuk River,aspen leafminer,514634,46317.06,39.589
ADS_R10_DCA,190901,Koyukuk River,willow leaf blotchminer,358571,32271.39,27.583
ADS_R10_DCA,190901,Koyukuk River,unknown defoliator,137779,12400.11,10.599
ADS_R10_DCA,190901,Koyukuk River,defoliators,94958,8546.22,7.305
ADS_R10_DCA,190901,Koyukuk River,northern spruce engraver,82294,7406.46,6.331
ADS_R10_DCA,190901,Koyukuk River,large aspen tortrix,52400,4716.0,4.031
ADS_R10_DCA,190901,Koyukuk River,spear-marked black moth,14278,1285.02,1.098
ADS_R10_DCA,190901,Koyukuk River,spruce budworm,10597,953.73,0.815
ADS_R10_DCA,190901,Koyukuk River,flooding-high water,7298,656.82,0.561
ADS_R10_DCA,190901,Koyukuk River,spruce broom rust,7202,648.18,0.554
ADS_R10_DCA,190901,Koyukuk River,willow leafblotch miner,6114,550.26,0.47
ADS_R10_DCA,190901,Koyukuk River,birch leafroller,2687,241.83,0.207
ADS_R10_DCA,190901,Koyukuk River,spruce beetle,2635,237.15,0.203
ADS_R10_DCA,190901,Koyukuk River,birch leafminer,1368,123.12,0.105
ADS_R10_DCA,190901,Koyukuk River,speckled green fruitworm,1287,115.83,0.099
ADS_R10_DCA,190901,Koyukuk River,wind-tornado/hurricane,1270,114.3,0.098
ADS_R10_DCA,190901,Koyukuk River,larch sawfly,1101,99.09,0.085
ADS_R10_DCA,190901,Koyukuk River,dieback,1085,97.65,0.083
ADS_R10_DCA,190901,Koyukuk River,decline complex,767,69.03,0.059
ADS_R10_DCA,190901,Koyukuk River,birch aphid,736,66.24,0.057
ADS_R10_DCA,190901,Koyukuk River,cottonwood leafminers,675,60.75,0.052
ADS_R10_DCA,190901,Koyukuk River,canker (general),485,43.65,0.037
ADS_R10_DCA,190901,Koyukuk River,"other canker agent, known (code pending)",220,19.8,0.017
ADS_R10_DCA,190901,Koyukuk River,unknown canker,203,18.27,0.016
ADS_R10_DCA,190901,Koyukuk River,eastern larch beetle,51,4.59,0.004
ADS_R10_DCA,190901,Koyukuk River,large-spored spruce-Labrador tea rust,44,3.96,0.003
ADS_R10_DCA,190901,Koyukuk River,mud-land slide,35,3.15,0.003
ADS_R10_DCA,190902,Melozitna River-Yukon River,aspen leafminer,678799,61091.91,24.474
ADS_R10_DCA,190902,Melozitna River-Yukon River,spruce budworm,517024,46532.16,18.641
ADS_R10_DCA,190902,Melozitna River-Yukon River,willow leaf blotchminer,484998,43649.82,17.486
ADS_R10_DCA,190902,Melozitna River-Yukon River,flooding-high water,302421,27217.89,10.904
ADS_R10_DCA,190902,Melozitna River-Yukon River,larch sawfly,212337,19110.33,7.656
ADS_R10_DCA,190902,Melozitna River-Yukon River,spruce beetle,105311,9477.99,3.797
ADS_R10_DCA,190902,Melozitna River-Yukon River,eastern larch beetle,102133,9191.97,3.682
ADS_R10_DCA,190902,Melozitna River-Yukon River,northern spruce engraver,78182,7036.38,2.819
ADS_R10_DCA,190902,Melozitna River-Yukon River,defoliators,72240,6501.6,2.605
ADS_R10_DCA,190902,Melozitna River-Yukon River,unknown defoliator,70812,6373.08,2.553
ADS_R10_DCA,190902,Melozitna River-Yukon River,large aspen tortrix,51889,4670.01,1.871
ADS_R10_DCA,190902,Melozitna River-Yukon River,winter injury,45668,4110.12,1.647
